Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,review_length,Sentiment,Cleaned_Review
176,Cafe From The Tree,4.3,"Cafe, Beverages, Desserts, Italian, Fast Food, Pasta, Pizza",850,pune,Pizza came tangled and messy and it wasn’t even cut into pieces.,12,Positive,pizza came tangled messy wasnt even cut piece
177,Cafe From The Tree,4.3,"Cafe, Beverages, Desserts, Italian, Fast Food, Pasta, Pizza",850,pune,The pizza are not sliced.,5,Positive,pizza sliced
178,De Baillio,4.0,"Cafe, Bakery, Fast Food, Beverages, Desserts",550,pune,I've taken cakes & pastries from here many times. It is a better option than most cake shops in Baner. Good options and great taste.,25,Positive,ive taken cake pastry many time better option cake shop baner good option great taste
179,De Baillio,4.0,"Cafe, Bakery, Fast Food, Beverages, Desserts",550,pune,I received a pastry instead of coffee,7,Positive,received pastry instead coffee
180,De Baillio,4.0,"Cafe, Bakery, Fast Food, Beverages, Desserts",550,pune,yummy,1,Positive,yummy
181,De Baillio,4.0,"Cafe, Bakery, Fast Food, Beverages, Desserts",550,pune,"I am surprised that, I had placed an order on the shop called De Baillio, whereas the cake got delivered from the shop called Bailey's....Ha e you started to deliver from the shop of your choice rather than customer's?",39,Positive,surprised placed order shop called baillio whereas cake got delivered shop called baileysha started deliver shop choice rather customer
182,Words & Sips Book Cafe,3.2,"Cafe, Fast Food, Chinese, Beverages",550,pune,Food quality and taste are nice 😋 prices are very much similar to other cafes on fc road.The sitting here is different as they have sofas where you can sit.Ambience is preety cool and you will definitelyfind peace ✌️. Free wifi available.They charge 100 rs per person as a entry fee which you can adjust in your bill.,58,Neutral,food quality taste nice price much similar cafe roadthe sitting different sofa sitambience preety cool definitelyfind peace free wifi availablethey charge per person entry fee adjust bill
183,Salisbury Swiss Cafe,3.1,"Cafe, Sandwich, Pizza, Fast Food, Shake, Coffee, Beverages",950,pune,worst place ever to visit… told us to wait for 10 minutes and made us wait for 45 minutes and still no table was available…horrible management and worst service one could possibly imagine,33,Neutral,worst place ever visit told wait minute made wait minute still table availablehorrible management worst service one could possibly imagine
184,Salisbury Swiss Cafe,3.1,"Cafe, Sandwich, Pizza, Fast Food, Shake, Coffee, Beverages",950,pune,Had ordered Pasta.The taste and the presentation of order was top notch.Rates are also reasonable considering the taste and portion size.,21,Neutral,ordered pastathe taste presentation order top notchrates also reasonable considering taste portion size
185,Crazy Cheesy Cafe,3.6,"Cafe, Coffee, Pizza, Italian, Fast Food, Burger, Sandwich, Beverages",500,pune,Very good Del Barone pasta!,5,Positive,good del barone pasta
186,Journey,4.0,"North Indian, Cafe, Coffee, Chinese, Continental, Oriental, Biryani, Italian","1,000",pune,Curry was great. but the rice served was made in too much oil and oil smelled wierd.,17,Positive,curry great rice served made much oil oil smelled wierd
187,Journey,4.0,"North Indian, Cafe, Coffee, Chinese, Continental, Oriental, Biryani, Italian","1,000",pune,"I ordered chilli garlic noodles, manchurian gravy, chicken garlic.Everything was very tasty.Noodles was very good.",15,Positive,ordered chilli garlic noodle manchurian gravy chicken garliceverything tastynoodles good
188,Journey,4.0,"North Indian, Cafe, Coffee, Chinese, Continental, Oriental, Biryani, Italian","1,000",pune,"chicken is not cooked properly, smells very bad",8,Positive,chicken cooked properly smell bad
189,Kallyfso Cafe,4.0,"Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza, Beverages, Shake",700,pune,"food delivered in 50 minutes, which is quite late. as compared to what was promised.french fries are very soggy.",19,Positive,food delivered minute quite late compared promisedfrench fry soggy
190,Kallyfso Cafe,4.0,"Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza, Beverages, Shake",700,pune,very delicious food taste. I loved pasta and grilled sandwiches here,11,Positive,delicious food taste loved pasta grilled sandwich
191,Chai Coffee Charcha,4.2,"Cafe, North Indian, Chinese, Pizza, Burger, Sandwich",700,pune,I had specifically called restaurant and asked them not to add corn flour in the veg clear soup as the soup is for patient. Still they added the cornflour. ,29,Positive,specifically called restaurant asked add corn flour veg clear soup soup patient still added cornflour
192,Chai Coffee Charcha,4.2,"Cafe, North Indian, Chinese, Pizza, Burger, Sandwich",700,pune,nice,1,Positive,nice
193,BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,The coffee was cold ,4,Positive,coffee cold
194,BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,"Amazing place to hangout with friends, speciality - Cakes, pastries, Cold coffee, Fries and other snacks, actually everything. ❤️",19,Positive,amazing place hangout friend speciality cake pastry cold coffee fry snack actually everything
195,BICE - The Cake Shop & Cafe,3.9,"Cafe, Coffee, Desserts, Shake, Beverages, Sandwich, Fast Food, Bakery",500,pune,Bice - The cake shop one stop destination for your customisable cakes. Started by two girls they have relentlessly worked hard to bring the standards where others can reach only in their dreams.Keep up the good work,37,Positive,bice cake shop one stop destination customisable cake started two girl relentlessly worked hard bring standard others reach dreamskeep good work
196,McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,The delivery partner doesn't have change he gave me less money and got him a cigarette with my money,19,Neutral,delivery partner doesnt change gave less money got cigarette money
197,McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,awesome I'm lovin it but opens late at morning not like Mumbai open early at 7 morning Pune is very lazy ppl,22,Neutral,awesome lovin open late morning like mumbai open early morning pune lazy ppl
198,McCafe by McDonald's,3.4,"Cafe, Coffee, Shake, Fast Food, Desserts",350,pune,Paid Rs555 for 2 half cups. is this a joke? I need my money back,15,Neutral,paid half cup joke need money back
199,Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,food wasn't tasty and they mixed all kinda pasta when i order Alfredo. also found hair in the food,19,Neutral,food wasnt tasty mixed kinda pasta order alfredo also found hair food
200,Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,Not a good service at all.,6,Neutral,good service
201,Cafe Milano,3.4,"Cafe, Italian, Fast Food, Beverages",600,pune,Single use plastic container and straw was used.Would appreciate if this could be replaced with something more sustainable,18,Neutral,single use plastic container straw usedwould appreciate could replaced something sustainable
202,Gold Rush Cafe,3.9,"Cafe, Fast Food, Beverages, Desserts, Shake",650,pune,Good taste price worth food.Comfortable seats 🙂Good serviceMany extra items are added to taste now,15,Positive,good taste price worth foodcomfortable seat good servicemany extra item added taste
203,Gold Rush Cafe,3.9,"Cafe, Fast Food, Beverages, Desserts, Shake",650,pune,Best quality and tasty food as well as fresh food i am satisfied with quality and freshness of food.,19,Positive,best quality tasty food well fresh food satisfied quality freshness food
204,Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,It said it opens till midnight so i went there and it was closed at 10.15 only. Update the timing. Never gonna come and do not recommend to anybody ,29,Positive,said open till midnight went closed update timing never gon come recommend anybody
205,Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,"Guys! You must visit this place. Interior is nice,they made use feel welcomed. In time service and the food they serve here is fresh and taste amazing!!🤤",27,Positive,guy must visit place interior nicethey made use feel welcomed time service food serve fresh taste amazing
206,Cafe Gupshup,3.6,"Cafe, Fast Food, Coffee, Burger, Sandwich",300,pune,It's a very welcoming cafe. The hosts there are very funny and interactive. Timely service and also Covid Protocols Followed gently.,21,Positive,welcoming cafe host funny interactive timely service also covid protocol followed gently
207,Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,"This is an amazing cafe for students near Cummins college road, Karvenagar. Affordable prices with great menu. Cozy little place, nicely decorated from inside.🤩Food is very good and staff people are very polite.😇I liked the french fries and coffee ☕",40,Positive,amazing cafe student near cummins college road karvenagar affordable price great menu cozy little place nicely decorated insidefood good staff people politei liked french fry coffee
208,Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,Cafe was good n place was good to go with your love ones ,13,Positive,cafe good place good love one
209,Cafe Canephora,3.5,"Cafe, Coffee, Burger, Fast Food, Ice Cream, Shake, Beverages",400,pune,It is a small and cozy place. The French fries with peri peri they serve here are the best. It is a must try. The cold coffee is not that great but the Iced tea here is good.,38,Positive,small cozy place french fry peri peri serve best must try cold coffee great iced tea good
210,Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,"awful packing, the coffee was all spilled in the container of the so called bun maska( ??) no where the coffee tasted hazelnut neither the hot chocolate.. ",27,Neutral,awful packing coffee spilled container called bun maska coffee tasted hazelnut neither hot chocolate
211,Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,"food was sent utter cold, not a single piece of it was hot",13,Neutral,food sent utter cold single piece hot
212,Café De Conta,3.3,"Cafe, Italian, Fast Food, Beverages",700,pune,This is the best place in Nibm when it comes to ambience and service. The food is also amazing at a pretty decent price. Love this place ♥️,28,Neutral,best place nibm come ambience service food also amazing pretty decent price love place
213,Cream And Crush,3.7,"Cafe, Sandwich, Fast Food, Beverages, Shake",250,pune,Service is really nice... I Njoyed a lot with my frnds there.. Staff is also polite... 😊 my first prefered cafe in this area.. Coffee and all other items we can get here is good in quality also.. And also the Pocket frndly🙌.. ,43,Positive,service really nice njoyed lot frnds staff also polite first prefered cafe area coffee item get good quality also also pocket frndly
214,Cream And Crush,3.7,"Cafe, Sandwich, Fast Food, Beverages, Shake",250,pune,I love spicy food so 1 of my friend got me to this place to taste Peri Peri Fries.. It was amazingly Spicy.. The one who likes Spicy fries should definitely visit this place.. (Pocket friendly Cafe),37,Positive,love spicy food friend got place taste peri peri fry amazingly spicy one like spicy fry definitely visit place pocket friendly cafe
215,Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,"My friend visited this outlet yesterday to eat Veg masala grilled sandwich, burgers, fries & Anjeer mastani.. taste was good, masala inside sandwich was normal. Rest food were fine in taste wise",32,Negative,friend visited outlet yesterday eat veg masala grilled sandwich burger fry anjeer mastani taste good masala inside sandwich normal rest food fine taste wise
216,Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,"Staff is rude and uncooperative . Food is also not good . After eating here I had vomiting for 2 days and GIT infection. The service is also very slow. There are insects everywhere with flying abilities, so they can sit on your plate anytime! The place is also very unhygienic",51,Negative,staff rude uncooperative food also good eating vomiting day git infection service also slow insect everywhere flying ability sit plate anytime place also unhygienic
217,Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,The food here is very tasty .i like to visit this place every time i am out . The cava here is the BEST ... must try .. the combos are amazing ... the maggi nornal cheeze and the vegetable all the very amazing . I like to eat here . The fries here are very nice and a lot in quantity !! Must visit ! !!,67,Negative,food tasty like visit place every time cava best must try combo amazing maggi nornal cheeze vegetable amazing like eat fry nice lot quantity must visit
218,Cafe Cremyday,2.7,"Cafe, Fast Food, Desserts, Beverages, Street Food, Momos, Sichuan",500,pune,Visited This place yesterday... Nice place to hangout with your friends ordered cawa crush and 1 combo both were decent like the taste staff very polite... ,26,Negative,visited place yesterday nice place hangout friend ordered cawa crush combo decent like taste staff polite
219,Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,"Ordered Oreo shake and cheese fries...good quality. And taste is yummy ...must visit,❤️...love to visit again",16,Neutral,ordered oreo shake cheese friesgood quality taste yummy must visitlove visit
220,Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,found a hair strand in 1st bite. spoiled my mood. taste is also not good ,15,Neutral,found hair strand bite spoiled mood taste also good
221,Reminisce Cafe,3.1,"Cafe, Coffee, Sandwich, Pasta, Burger, Pizza, Fast Food, Beverages",650,pune,"best cafe i have ever visited/ordered proper maintained hygiene,feedback taken on every order to improve quality  ",16,Neutral,best cafe ever visitedordered proper maintained hygienefeedback taken every order improve quality
222,Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,miss the whipped cream,4,Positive,miss whipped cream
223,Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,Tasteless food and worst cold coffee ever,7,Positive,tasteless food worst cold coffee ever
224,Tea Trails Cafe,4.1,"Cafe, Tea, Fast Food, Beverages, Shake","1,100",pune,"in store dining and online delivery product taste quality is different, you can do better.",15,Positive,store dining online delivery product taste quality different better
225,Cafe Time Out,,"Cafe, Coffee, Fast Food, Pizza, Burger, Sandwich, Shake, Beverages",450,pune,Good in taste 👍👍,4,Positive,good taste
226,Aptez Dosa Cafe,,"South Indian, Maharashtrian, Cafe",400,pune,It wasn't cooked properly & wasn't even fresh.,8,Positive,wasnt cooked properly wasnt even fresh
227,Aptez Dosa Cafe,,"South Indian, Maharashtrian, Cafe",400,pune,"test is worst,",3,Positive,test worst
228,GoodFellas Cafe,4.5,"Cafe, Fast Food, Italian, Desserts, Beverages, Coffee",650,pune,"This is the first time I have ever left a Cafè in tears of JOY, and in a state pure BLISS! This place completely transformed for me the whole idea of what food is, the ritual of eating, and how moods transforms ingredients into art. In short, I cannot recommend it highly enough, even if a table can be hard to come by. Bring on 2022!",66,Positive,first time ever left caf tear joy state pure bliss place completely transformed whole idea food ritual eating mood transforms ingredient art short recommend highly enough even table hard come bring
229,GoodFellas Cafe,4.5,"Cafe, Fast Food, Italian, Desserts, Beverages, Coffee",650,pune,"Well worth any wait, I rarely rate restaurants but GoodFellas is absolutely one of a kind. Couldn’t ask for a more genuine experience, money can’t buy life experience. Truly UNBELIEVABLE, thanks for making the world a better place.",38,Positive,well worth wait rarely rate restaurant goodfellas absolutely one kind couldnt ask genuine experience money cant buy life experience truly unbelievable thanks making world better place
230,GoodFellas Cafe,4.5,"Cafe, Fast Food, Italian, Desserts, Beverages, Coffee",650,pune,"I have been there some time back and really amazed by the ambience .This is a small cute place for just eat and read books ,hang out with friends.I have ordered these three things and they are truly amazing.1. Alfredo Pasta 2. Bubble Tea3. WaffleIt was a nice experience 👍",50,Positive,time back really amazed ambience small cute place eat read book hang friendsi ordered three thing truly amazing alfredo pasta bubble tea waffleit nice experience
231,Impresso Espresso Coffee,,"Cafe, Pizza, Burger, Pasta, Fast Food, Beverages",500,pune,awesome ,1,Positive,awesome
232,Impresso Espresso Coffee,,"Cafe, Pizza, Burger, Pasta, Fast Food, Beverages",500,pune,Nice Service N Very Very Good Food Quality..,8,Positive,nice service good food quality
233,Monk & Mongoose Cafe,,"Cafe, Fast Food, Beverages, Sandwich",350,pune,Food is very tasty . Service is very good and professional.  To sum up a awesome experience .........,18,Positive,food tasty service good professional sum awesome experience
234,Monk & Mongoose Cafe,,"Cafe, Fast Food, Beverages, Sandwich",350,pune,I tried the Mango and strawberry milkshake here we were impressed the consistency was thick and it tasted so good. Newly opened and first try didn't disappoint 😃 will visit again and try out other options as well,38,Positive,tried mango strawberry milkshake impressed consistency thick tasted good newly opened first try didnt disappoint visit try option well
235,Coffee Saaz,,"Cafe, Fast Food, Sandwich, Coffee, Desserts, Beverages",300,pune,"The restaurant has the most unprofessional and unhygienic packing for their cold coffees.They sent 3 cold coffees and fries in a flimsy paper bag ...which tore while the delivery guy was handing over our order and the entire order - 3 cold coffees...spilled all over our doorstep. We took 20 minutes just to clean the mess that all the coffee made.... we had to wipe the place down thrice to ensure that it was all clean - to avoid having ants all over the place.So , it's safe to say that we can't comment on the taste because it was all on the floor.You need to improve your packing ...cold coffees in a flimsy paper bag is a big No No.And it cost us our evening ... so a refund was also...read more",133,Positive,restaurant unprofessional unhygienic packing cold coffeesthey sent cold coffee fry flimsy paper bag tore delivery guy handing order entire order cold coffeesspilled doorstep took minute clean mess coffee made wipe place thrice ensure clean avoid ant placeso safe say cant comment taste flooryou need improve packing cold coffee flimsy paper bag big noand cost evening refund alsoread
236,Cafe Imbibe,,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages",600,pune,Burger was too good...,4,Positive,burger good
237,Cafe Imbibe,,"Cafe, Sandwich, Fast Food, Desserts, Shake, Beverages",600,pune,I love their sandwiches,4,Positive,love sandwich
238,Maverick & Farmer Coffee,3.3,"Cafe, Beverages",500,bangalore,"Sad to see service at one of my favourite spots go down this badly. The drinks are still good, but one may as well get it home delivered. 1) there was only 1 fan working in the downstairs section and no fans on the second level. 2) I'm not sure why there needs to be such loud music when the atmosphere would be so much better without it. 3) The staff never get the order in one go. ",78,Neutral,sad see service one favourite spot badly drink still good one may well get home delivered fan working downstairs section fan second level sure need loud music atmosphere would much better without staff never get order one
239,Maverick & Farmer Coffee,3.3,"Cafe, Beverages",500,bangalore,food is bland and horrible especially the breakfast menu. the owners have no empathy towards the customers. the chicken sandwich which was supposed to have sundried tomatoes and olives was instead filled with cheese and normal tomatoes and jalapenos and the cold brew was tasteless with little flavour of coffee.  would definitely avoid,53,Neutral,food bland horrible especially breakfast menu owner empathy towards customer chicken sandwich supposed sundried tomato olive instead filled cheese normal tomato jalapeno cold brew tasteless little flavour coffee would definitely avoid
240,Vedic Chai,3.5,"Cafe, Tea",600,bangalore,The ginger chai and palak corn sandwich are just amazing. Quiet ambience and good service. Good place to work. ,19,Positive,ginger chai palak corn sandwich amazing quiet ambience good service good place work
241,Vedic Chai,3.5,"Cafe, Tea",600,bangalore,Horrible service. The incharge is very rude. Doesn’t know how to talk to the customers.,15,Positive,horrible service incharge rude doesnt know talk customer
242,Conçu,,"Cafe, Fast Food",500,bangalore,I tried -bagel cream cheese 4/5-edamame fava beans toast 5/5 (such a different combination but it all tastes so good together)-peach melba iced tea 5/5 so so refreshing; chunks of raspberries great taste Overall a great place with a great vibe Cant wait to try more things on the menu,50,Positive,tried bagel cream cheese edamame fava bean toast different combination taste good togetherpeach melba iced tea refreshing chunk raspberry great taste overall great place great vibe cant wait try thing menu
243,Conçu,,"Cafe, Fast Food",500,bangalore,"I ordered a box of 6 brownies, they usually come in a box.. but they just wrapped it around plastic and sent it",23,Positive,ordered box brownie usually come box wrapped around plastic sent
244,Conçu,,"Cafe, Fast Food",500,bangalore,went out for lunch at concu... it was really good n the host were warm welcoming and the service was excellent ,21,Positive,went lunch concu really good host warm welcoming service excellent
245,Mitico Coffee Roasters,4.3,"Cafe, Continental, Italian, Burger, North Indian, Salad, Shake, Beverages","1,100",bangalore,had a great time here,5,Positive,great time
246,Casa Fresco By Tea Brew,4.0,"Cafe, Continental, American, Pasta, Momos, Beverages, Bubble Tea, Burger",950,bangalore,"If you are not hungry and want to pass time at a nice Cafe, then this is your go to place. make sure you eat nicely before going here, because most of the items are tasteless or uncooked or presented in a way you won't want to eat. ",48,Positive,hungry want pas time nice cafe place make sure eat nicely going item tasteless uncooked presented way wont want eat
247,Casa Fresco By Tea Brew,4.0,"Cafe, Continental, American, Pasta, Momos, Beverages, Bubble Tea, Burger",950,bangalore,"The taste of pasta is very bad, its like they have just put the boil pasta in the sauce, the pasta itself has no flavour",25,Positive,taste pasta bad like put boil pasta sauce pasta flavour
248,Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Tom Kha Chicken Soup here is a flavor explosion! Creamy, fragrant, and packed with tender chicken and aromatic herbs. The coconut milk base adds a wonderful richness that's perfectly complemented by the hints of lemongrass and galangal. ",37,Positive,tom kha chicken soup flavor explosion creamy fragrant packed tender chicken aromatic herb coconut milk base add wonderful richness thats perfectly complemented hint lemongrass galangal
249,Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Just had the Shanghai Hot & Sour Soup at this restaurant and it was fantastic! The balance of flavors was spot on - tangy, spicy, and loaded with fresh ingredients. Loved the touch of authenticity in every spoonful. A definite must-try for soup enthusiasts!",44,Positive,shanghai hot sour soup restaurant fantastic balance flavor spot tangy spicy loaded fresh ingredient loved touch authenticity every spoonful definite musttry soup enthusiast
250,Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore, Tomato Basil Soup warmed my heart and my taste buds. The rich tomato base combined with the fragrant basil notes resulted in a comforting and flavorful bowl. A perfect choice to lift your spirits on a chilly day.,38,Positive,tomato basil soup warmed heart taste bud rich tomato base combined fragrant basil note resulted comforting flavorful bowl perfect choice lift spirit chilly day
251,Banoffee,4.1,"Cafe, Continental, Asian, Mexican, Italian, European, Beverages, Desserts","1,600",bangalore,"Salmon & Creamcheese Bagel offered a taste of luxury in every mouthful. The creamy cream cheese paired impeccably with the smoked salmon, creating a balanced and upscale combination. ",28,Positive,salmon creamcheese bagel offered taste luxury every mouthful creamy cream cheese paired impeccably smoked salmon creating balanced upscale combination
252,Cafe Azzure,3.9,"Cafe, Continental, Mexican, Italian, Fast Food, Desserts, Beverages","1,400",bangalore,"Refused zomato gold since its independence day, stupid service",9,Positive,refused zomato gold since independence day stupid service
253,SLAY Coffee Bar,4.8,"Cafe, Coffee, Beverages, Desserts, Bakery, Sandwich, Shake",400,bangalore,"Slay was good when until last year. Now their quality has gone down completely. Maybe they are trying to save costs but it has ruined the coffee completely. Even with an extra espresso shot, the coffee I received was extremely weak. The coffee didn’t taste or had caffeine at all. Slay has done a pathetic job in maintaining the uniqueness they came into the market with. Please don’t waste your money by ordering.",73,Positive,slay good last year quality gone completely maybe trying save cost ruined coffee completely even extra espresso shot coffee received extremely weak coffee didnt taste caffeine slay done pathetic job maintaining uniqueness came market please dont waste money ordering
254,Kana By Coffee Mechanics,,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"The ambiance at the restaurant has a wonderful and inviting atmosphere, creating a pleasant dining experience. The service is exceptional, with attentive and friendly staff who make you feel well taken care of during your meal.",36,Positive,ambiance restaurant wonderful inviting atmosphere creating pleasant dining experience service exceptional attentive friendly staff make feel well taken care meal
255,Kana By Coffee Mechanics,,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"Rooftop restaurant - one of the best in class. Hospitality is a hit and miss, sometimes good sometimes bad but overall I'd take it. Thank you..Recommend to everyone. ",28,Positive,rooftop restaurant one best class hospitality hit miss sometimes good sometimes bad overall take thank yourecommend everyone
256,Kana By Coffee Mechanics,,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,Good place with excellent ambience and excellent service. Food was also tasty.Will definitely order again... Thank you....Maintained proper hygienic. ,19,Positive,good place excellent ambience excellent service food also tastywill definitely order thank youmaintained proper hygienic
257,Kana By Coffee Mechanics,,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,Its a wonderful place and a must visit.Must say that it's not a pocket friendly but yes worth for each penny you pay....Definitely visit again. ,25,Positive,wonderful place must visitmust say pocket friendly yes worth penny paydefinitely visit
258,Kana By Coffee Mechanics,,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages","1,000",bangalore,"Had an incredible brunch at Kana with a friend today and I would highly recommend the karaage chicken and grilled chicken burger! And if the delicious food isn’t enough, the quiet and serene ambience will surely make your day. The staff was especially accommodating and friendly, making our overall experience super enjoyable!",52,Positive,incredible brunch kana friend today would highly recommend karaage chicken grilled chicken burger delicious food isnt enough quiet serene ambience surely make day staff especially accommodating friendly making overall experience super enjoyable
259,Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"What kind of cafe takes more than an hour of making just a cafe mocha? This place is a sham, uses the same place as little Italy restaurant. Imagine you being here for coffee and people are having their Italian meals. Ordered coffee which dint come, the french toast was soggy, milkshake watery. Avoid.",54,Positive,kind cafe take hour making cafe mocha place sham us place little italy restaurant imagine coffee people italian meal ordered coffee dint come french toast soggy milkshake watery avoid
260,Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"I visited that place the day before yesterday we not knew about Tutto Bene it was my Frist experience i really loved it the fabulous thing is all the items are new concept, specially i recommend the items name cheesy masala it is simply in one word awesome 👍 we differently visit again and again.",55,Positive,visited place day yesterday knew tutto bene frist experience really loved fabulous thing item new concept specially recommend item name cheesy masala simply one word awesome differently visit
261,Tutto Bene - Desserts Cafe by Little Italy,3.6,"Cafe, Coffee, Beverages, Shake, Panini, Italian, Desserts",900,bangalore,"From the moment you step into Tutto Bene, you're instantly transported into a dessert wonderland. The quaint and whimsical decor perfectly matches the charm of this boutique dessert shop, making every visit an absolute delight.Their selection is nothing short of breathtaking, with an array of beautifully crafted desserts, from rich and moist cakes to delightfully flaky pastries, and some of the most creatively presented cheesecakes I've ever seen. Every dessert not only appeals to the taste buds but is also a visual treat, reflecting the shop's commitment to quality and presentation.The standout for me has to be their signature lotus biscoff cheesecake – Each bite sends a burst of...read more",110,Positive,moment step tutto bene youre instantly transported dessert wonderland quaint whimsical decor perfectly match charm boutique dessert shop making every visit absolute delighttheir selection nothing short breathtaking array beautifully crafted dessert rich moist cake delightfully flaky pastry creatively presented cheesecake ive ever seen every dessert appeal taste bud also visual treat reflecting shop commitment quality presentationthe standout signature lotus biscoff cheesecake bite sends burst ofread
262,Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,ruth. she is the best waitress you could ever ask for. she makes the hookah the besttt,17,Positive,ruth best waitress could ever ask make hookah besttt
263,Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,The place is really great and the ambience too and especially the staff here are very good especially Sapu and Kimi Thank you soo much for the great service!,29,Positive,place really great ambience especially staff good especially sapu kimi thank soo much great service
264,Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,good restaurants nice staff specially staff name nitolu very such gud guy,12,Positive,good restaurant nice staff specially staff name nitolu gud guy
265,Kargeens,3.6,"Cafe, Street Food, Chinese, Asian, Mediterranean, Pasta, Pizza, Shake","1,100",bangalore,Great Ambiance and food. superb service and hospitality from Ms Ruth and Alitywill definitely visit again :),17,Positive,great ambiance food superb service hospitality ruth alitywill definitely visit
266,Cool Street,,"Cafe, Coffee, Ice Cream, Desserts, Juices, Shake, Beverages",400,bangalore,happy with the service,4,Positive,happy service
267,The Coffee Brewery,4.3,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages","1,400",bangalore,This place has an amazing. Food is also amazing. perfect place if you want to spend some good and quite time with your friends. They have a bunch of games as well that you can play with your friends. ,39,Positive,place amazing food also amazing perfect place want spend good quite time friend bunch game well play friend
268,The Coffee Brewery,4.3,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages","1,400",bangalore,"White pasta , veg cheese meggy and all item's is very good.Toffe nut latte, cappuccino and all hot coffee and cold coffee is very nice.",25,Positive,white pasta veg cheese meggy item goodtoffe nut latte cappuccino hot coffee cold coffee nice
